id,user_id,month,total_miles,status,submitted_at,current_approver_id,rejection_reason,created_at,updated_at
83ed80ec-39fb-47d8-83da-81c4cf7e5c04,47ff3a60-cb8d-445a-a31d-bc6841c6db37,2026-01-01,268.6,rejected,2026-01-30 03:41:37.886+00,,Please fix,2026-01-30 03:41:37.774009+00,2026-01-31 02:33:36.606953+00
ce6b2ad4-aebc-4dbe-ba85-63d41f38180a,4a109fda-4764-4495-b42c-584df3022e56,2026-01-01,161.1,approved,2026-01-29 05:33:22.537+00,,,2026-01-29 05:22:09.552441+00,2026-02-01 18:26:10.633646+00
caa42f0f-8573-4efe-b00e-9fb6767d845b,4a109fda-4764-4495-b42c-584df3022e56,2026-02-01,91.5,pending_coo,2026-02-06 10:11:12.663+00,,,2026-02-04 14:41:29.746327+00,2026-02-07 09:30:16.16358+00
9eb491dc-8293-4295-956c-d34c10c130ba,e2c6d272-acd2-4b23-a794-3bfcd77faf34,2026-02-01,268.6,pending_coo,2026-02-07 03:04:24.907+00,,,2026-02-07 03:04:24.393866+00,2026-02-07 09:30:25.854245+00
